oldUrl,oldPath,newPath,type,confidence,needsReview,h1,sourceSitemap
"https://www.solarisfilms.it/pellicole-per-vetri/guida-tecnica-pellicole-per-vetri-antisolari-sicurezza-e-privacy/","/pellicole-per-vetri/guida-tecnica-pellicole-per-vetri-antisolari-sicurezza-e-privacy/","/guida-tecnica/","guide","high","false","Guida tecnica pellicole per vetri: antisolari, sicurezza e privacy","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/llms-txt/","/pellicole-per-vetri/llms-txt/","/llms.txt","utility","high","false","llms.txt","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/zoho-callback/","/pellicole-per-vetri/zoho-callback/","/zoho-callback/","utility","high","false","Zoho Callback","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/false-parent/","/pellicole-per-vetri/false-parent/","/false-parent/","utility","high","false","false parent","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/thank-you/","/pellicole-per-vetri/thank-you/","/grazie/","utility","high","false","","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-per-vetri/","/pellicole-per-vetri/pellicole-per-vetri/","/servizi/","service-index","high","false","Pellicole per vetri","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/contact/","/pellicole-per-vetri/contact/","/contatti/","page","high","false","Contattaci","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-per-vetri/preventivo/","/pellicole-per-vetri/pellicole-per-vetri/preventivo/","/preventivo/","page","high","false","Richiedi preventivo","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/privacy-policy/","/pellicole-per-vetri/privacy-policy/","/privacy-policy/","legal","high","false","Privacy Policy","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/profilo-solaris/","/pellicole-per-vetri/profilo-solaris/","/profilo-solaris/","company","high","false","SOLARIS FILMS","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-per-vetri/about/","/pellicole-per-vetri/pellicole-per-vetri/about/","/chi-siamo/","company","high","false","Chi siamo?","https://www.solarisfilms.it/page-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/","/pellicole-per-vetri/le-pellicole-antisolari/","/servizi/pellicole-antisolari/","category","high","false","Pellicole antisolari, anticalore e riflettenti","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madicosb20epssr/","/pellicole-per-vetri/le-pellicole-antisolari/madicosb20epssr/","/prodotti/madicosb20epssr/","product","high","false","Pellicola antisolare Madico SB 20 E PS SR 75 micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madicosb35epssr/","/pellicole-per-vetri/le-pellicole-antisolari/madicosb35epssr/","/prodotti/madicosb35epssr/","product","high","false","Pellicola antisolare Madico SB 35 E PS SR 75 micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/tecnosolarnt20epssr/","/pellicole-per-vetri/le-pellicole-antisolari/tecnosolarnt20epssr/","/prodotti/tecnosolarnt20epssr/","product","high","false","Pellicola antisolare Tecnosolar NT 20 E PS SR","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madicosg20epssr/","/pellicole-per-vetri/le-pellicole-antisolari/madicosg20epssr/","/prodotti/madicosg20epssr/","product","high","false","Pellicola antisolare Madico SG 20 E PS SR 75 micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madicosl8epssr/","/pellicole-per-vetri/le-pellicole-antisolari/madicosl8epssr/","/prodotti/madicosl8epssr/","product","high","false","Pellicola antisolare Madico SL 8 E PS SR 75 Micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/tecnosolarssn50tesr/","/pellicole-per-vetri/le-pellicole-antisolari/tecnosolarssn50tesr/","/prodotti/tecnosolarssn50tesr/","product","high","false","Pellicola antisolare Tecnosolar SSN 50 TE SR","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madico-rs-20-e-ps-sr/","/pellicole-per-vetri/le-pellicole-antisolari/madico-rs-20-e-ps-sr/","/prodotti/madico-rs-20-e-ps-sr/","product","high","false","Pellicola antisolare Madico RS 20 e PS SR 75 Micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/le-pellicole-antisolari/madico-rs-40-e-ps-sr/","/pellicole-per-vetri/le-pellicole-antisolari/madico-rs-40-e-ps-sr/","/prodotti/madico-rs-40-e-ps-sr/","product","high","false","Pellicola antisolare Madico RS 40 E PS SR 75 Micron","https://www.solarisfilms.it/pellicole-antisolari-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/","/pellicole-per-vetri/pellicole-di-sicurezza/","/servizi/pellicole-sicurezza/","category","high","false","Pellicole di sicurezza","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-20-ps-sr-4mil/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-20-ps-sr-4mil/","/prodotti/madico-rs-20-ps-sr-4mil/","product","high","false","Pellicola antisolare di sicurezza RS 20 PS SR 4 MIL","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-20-ps-sr-8-mil/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-20-ps-sr-8-mil/","/prodotti/madico-rs-20-ps-sr-8-mil/","product","high","false","Pellicola antisolare di sicurezza RS 20 PS SR 8 MIL","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
